COD_AUTOR,HOMONIMO,FORMATO,NOME,RESUMOS
28021,,Leijôto ACN,Amanda Carolina Neiva Leijôto,PN0789
28280,H1,Oliveira AC,Amanda Carvalho de Oliveira,"PI0104, PI0569"
27538,,Dornelles AC,Amanda Coelho Dornelles,PN1236
28350,,Deon AC,Amanda Cristina Deon,PI0728
27685,H1,Rocha AC,Amanda Cristina Rocha,"PI0371, PI0675"
25021,,Schoeffel AC,Amanda Cristina Schoeffel,PN0213
24793,H1,Alves AC,Amanda Cypriano Alves,PI0875
13322,,Silveira AC,Amanda da Costa Silveira,PN0346
25725,H2,Santos AS,Amanda da Silva Santos,PN1816
28817,,Valente ADB,Amanda Dal Bosco Valente,PI0092
26054,,Fialho ADV,Amanda Dalla Vecchia Fialho,"AO0116, PI0522"
24886,,Desidera AC,Amanda de Carvalho Desidera,PN1294
21619,H1,Silva AC,Amanda de Carvalho Silva,PN0300
28582,,Cota AOC,AMANDA DE OLIVEIRA CAMPOS COTA,"AO0190, PI0418"
23601,,Freitas AO,Amanda de Oliveira Freitas,PN0553
29249,,Macedo AO,Amanda de Oliveira Macedo,PN0732
27571,,Pereira AP,Amanda de Paiva Pereira,"PI0424, PI0576"
25010,,Maciel AQ,Amanda de Queiroz Maciel,PI0775
7954,,Falcão A,Amanda Falcão,PN0024
25157,,Gomes AF,Amanda Farias Gomes,PN1763
18447,,Giozet AF,Amanda Fonteque Giozet,PN1172
27503,,Viecilli AF,Amanda Frizzo Viecilli,PN1372
14309,,Maliza AGA,AMANDA GARCIA ALVES MALIZA,PN1276
19152,,Higa AG,Amanda Garcia Higa,PI0443
20151,,Gonzaga AKG,Amanda Katarinny Goes Gonzaga,PN0580
27617,,Sousa ALB,Amanda Larissa Bezerra Sousa,PI0818
29866,,Rocha AL,Amanda Leal Rocha,PN1806
24957,,Lopes A,Amanda Lopes,PI0662
18475,,Yamashita AL,Amanda Lury Yamashita,"PN0531, PN0557"
21367,,Mushashe AM,Amanda Mahammad Mushashe,"PI0261, PN0143, PN0155"
20433,,Dal-Piva AMO,Amanda Maria de Oliveira Dal-Piva,"PN0501, PN0856"
29799,,Medeiros AM,Amanda Menezes Medeiros,PI0396
27999,,Coelho AMM,Amanda Monteiro Morais Coelho,PI0494
29898,,Zanon AN,AMANDA NICOLA ZANON,PN1719
27793,H2,Oliveira AP,Amanda Pedrosa Oliveira,"PI0711, PI0732"
28300,,Diniz AR,Amanda Rafaela Diniz,PI0327
27219,H2,Ribeiro AR,Amanda Rinaldi Ribeiro,PI0663
27382,,Santos AR,Amanda Rodrigues dos Santos,"PI0286, PI0747"
22669,,Aragão AS,Amanda Silva Aragão,"PI0088, PN1508"
28270,,Miranda AS,Amanda Silva Miranda,PI0489
11724,,Kasuya AVB,Amanda Vessoni Barbosa Kasuya,"PI0117, PN0121, PN0250, PN0489, PN0497, PN1724"
27853,,Oliveira AVS,Amanda Vieira da Silva de Oliveira,PN0981
7636,,Cavalcante AM,Amaro de Mendonça Cavalcante,PN1256
17792,,Silva AIV,Amaro Ilídio Vespasiano Silva,"AO0115, PN0587, PN1766"
12981,,Formiga-Filho ALN,Amaro Lafayette Nobre Formiga-Filho,PN1742
27869,,Sanches A,Amauri Sanches,PI0597
2508,,Correr AB,Américo Bortolazzo Correr,"AO0171, AO0177, PI0717, PN0111, PN0138, PN0172, PN0186, PN0418, PN0435, PN0479, PN0650, PN0701, PN0729, PN0812, PN0817, PN0847, PN1072, PN1110, PN1127"
26084,,Tabata A,Américo Tabata,PN0277
957,,Freitas-Júnior AC,Amilcar Chagas Freitas Júnior,AO0213
27233,H1,Souza AA,Ana Amélia de Souza,PN0238
27883,,Arrais AB,Ana Beatriz Arrais,PI0874
9148,,Moretti ABS,Ana Beatriz da Silveira Moretti,"PN0204, PN1018, PN1041"
29355,,Lima ABM,Ana Beatriz Machado Lima,AO0125
27527,,Oliveira ABR,Ana Beatriz Rocca de Oliveira,"PI0534, PN1186"
15348,,Sousa ABS,Ana Beatriz Silva Sousa,HA010
16594,,Teixeira ABV,Ana Beatriz Vilela Teixeira,"AO0180, AO0191"
10685,,Bedran-Russo A,Ana Bedran-Russo,"HA010, PN0359, PN0369"
19370,,Montes ABM,Ana Bheatriz Marangoni Montes,PN1707
13445,,Carvalho ACB,Ana Carla Bezerra de Carvalho,"PI0874, PI0885"
23260,,Oliveira ACA,Ana Carla de Assunção Oliveira,PN1082
1345,,Nahás-Scocate ACR,Ana Carla Raphaelli Nahás-Scocate,PN1654
28257,,Barreto ACR,ANA CARLA ROCHA BARRETO,"AO0109, PN1488"
29762,,Freire ACS,Ana Carla Silva Freire,PI0551
27887,,Andreucci AC,Ana Carolina Andreucci,"PI0689, PI0836"
27932,,Machado ACB,Ana Carolina Bernardes Machado,PN0921
27291,,Miguel ACB,Ana Carolina Bernardes Miguel,PI0643
24548,,Bissani AC,ANA CAROLINA BISSANI,PN0058
28444,,Mendes ACB,Ana Carolina Bosco Mendes,PN0394
15865,,Roque ACC,Ana Carolina Cabral Roque,PN0521
26510,,Santos ACC,Ana Carolina Chipoletti dos Santos,PN0073
21610,,Cerqueira--Neto ACCL,Ana Carolina Correia Laurindo de Cerqueira- Neto,"PN0362, PN1226"
4316,,Mota ACC,Ana Carolina Costa da Mota,"PN0150, PN0881, PN1723"
27362,,Santos ACL,ANA CAROLINA DA LUZ SANTOS,PI0493
27414,,Pereira ACL,Ana Carolina de Lima Pereira,"PI0348, PI0502"
29449,,Carmo ACM,Ana Carolina de Melo do Carmo,FC022
16500,,Becci ACO,Ana Carolina de Oliveira Becci,PN1373
10227,,Souza ACO,Ana Carolina de Oliveira Souza,"PI0272, PN0787, PN1100"
11759,,Marques ACP,Ana carolina de Paula Marques,PI0058
21499,,Maia ACDA,Ana Carolina Del-Sarto Azevedo Maia,"PO017, PI0440, PN0666"
29195,,Andrade ACDV,Ana Carolina Dias Viana de Andrade,"PI0101, PI0149, PI0453, PI0602, PN1349"
15989,,Leite ACEB,Ana Carolina Estevam Barbosa Leite,PI0294
28348,,Mendes ACF,Ana Carolina Falcão Mendes,PI0867
21827,,Couto ACF,Ana Carolina Fernandes Couto,PE010
24890,,Ficho AC,Ana Carolina Ficho,PN1418
29708,,Motta ACF,Ana Carolina Fragoso Motta,PN1740
28058,,Schmidt ACG,Ana Carolina Guidi Schmidt,PI0014
28683,,Moreira ACL,Ana Carolina Lima Moreira,PN0542
28314,,Carvalho ACL,Ana Carolina Luna de Carvalho,"PN0617, PN1524"
4631,,Magalhães AC,Ana Carolina Magalhães,"AO0081, PI0197, PN0424"
29590,,Santarem ACM,Ana Carolina Moreira Santarem,PI0719
24459,,Peres ACO,ANA CAROLINA OLIVEIRA PERES,PN1817
25456,,Cörner ACO,Ana Carolina Organista Cörner,"PE014, PI0083, PI0093, PI0236, PN0379, PN1494"
4329,,Pero AC,Ana Carolina Pero,"AO0197, AO0198, PN0510, PN0511, PN0522, PN0540, PN0830"
11011,,Corrêa ACP,Ana Carolina Pimentel Corrêa,PI0491
25403,,Melo ACR,Ana Carolina Rodrigues de Melo,"PI0398, PN0912"
20428,,Romero AC,Ana Carolina Romero,"PN1303, PN1633"
2507,,Scarpelli AC,Ana Carolina Scarpelli,AO0016
24619,,Diniz ACS,Ana Carolina Soares Diniz,PN1139
22004,,Venção AC,Ana Carolina Venção,"PN0036, PN0037, PN0062, PN0357, PN0436, PN0477"
25122,,Wosny AC,Ana Carolina Wosny,PI0783
29697,,Silva ACA,Ana Caroline Alves da Silva,PI0582
21599,,Brito ACR,ANA CAROLINE RAMOS DE BRITO,PN1452
28066,,Rezende-de-Moraes-ferreira AC,Ana Carulina Rezende-de-Moraes-Ferreira,"AO0152, PN0947"
2912,,Aranha ACC,Ana Cecília Corrêa Aranha,"PN0144, PN0179, PN0794, COL012"
392,,Viana ACD,Ana Cecília Diniz Viana,"PN0060, PN1283, PN1287"
18002,,Costa ACP,ANA CÉLIA PANVELOSKI COSTA,"AO0053, AO0055, PN0933, PN1222, COL015"
1197,,Neves ACC,Ana Christina Claro Neves,PN0414
6075,,Lamosa AC,Ana Christina Lamosa,PI0559
17412,,Sá-Pinto AC,Ana Clara de Sá-Pinto,"AO0008, PI0446, PI0596, PI0742"
18961,,Padilha ACL,Ana Clara Loch Padilha,"PI0725, PN1826"
29279,,Santos ACN,Ana Clara Nunes Santos,PN0623
21929,,Tôrres ACSP,Ana Clara Soares Paiva Tôrres,"PI0026, PI0227, PI0785, PN0613, PN1858"
29191,,Dourado ACAG,ANA CLAUDIA AMORIM GOMES DOURADO,PN0629
4527,,Xavier ACC,Ana Claudia Carvalho Xavier,"AO0069, PN0363"
20279,,Medeiros ACD,Ana Cláudia Dantas de Medeiros,"PI0052, PI0514, PI0808, PN1607, PN1626"
15297,,Ferreira ACA,Ana Cláudia de Araújo Ferreira,"PI0199, PI0264, PI0309, PI0316, PI0549, PI0586, PI0752, PN1319"
12461,,Conti ACCF,Ana Claudia de Castro Ferreira Conti,"AO0009, PI0150, PI0759, PN0220, PN0642, PN0643, PN0664, PN0673, PN0713, PN0989, PN1008, PN1704"
27594,,Andrade ACM,Ana Cláudia de Macêdo Andrade,PI0210
28202,,Silva ACE,Ana Cláudia Ervolino da Silva,"PI0463, PI0612"
16895,,Piveta ACG,Ana Cláudia Gabrielli Piveta,"PN0951, PN1084"
1580,,Melo ACM,Ana Cláudia Moreira Melo,"PN0610, PN0620, PN1356"
24774,,Carreira ACO,Ana Claudia Oliveira Carreira,"FC001, PN0180"
1829,,Pavarina AC,Ana Cláudia Pavarina,"HA005, PN0097, PN0518, PN1300, PN1315"
11939,,Chibinski ACR,Ana Claudia Rodrigues Chibinski,"PI0286, PI0747, PN0411, PN0770, PN0771, PN0945, PN1329, PN1357"
12483,,Rossi AC,Ana Cláudia Rossi,"PI0010, PI0311, PN0002, PN0012, PN0318, PN0319, PN0322, PN0324, PN0631, PN0940, PN0950"
808,,Izidoro ACSA,Ana Claudia Santos de Azevedo Izidoro,PN0349
754,,Borges-Oliveira AC,Ana Cristina Borges-Oliveira,"AO0020, AO0023"
27306,,Fermoselli ACD,ANA CRISTINA DONE FERMOSELLI,PN0289
28278,,Costa ACFM,Ana Cristina Figueiredo de Melo Costa,PI0863
27821,,Ferreira ACG,Ana Cristina Garcia Ferreira,PN0041
27180,,Fialho ACV,ANA CRISTINA VASCONCELOS FIALHO,"PI0114, PI0157"
10726,,Silveira ADS,Ana Daniela Silva da Silveira,"PI0266, PN0732, PN1120"
4665,,Vieira AEM,Ana Elisa De Mello Vieira,COL006
28940,,Ribeiro AE,Ana Elisa Ribeiro,PN0349
29148,,Mascarenhas AE,Ana Elizia Mascarenhas,"PI0071, PI0221"
11154,,Oliveira AEF,Ana Emilia Figueiredo de Oliveira,PN1644
6919,,Haddad AE,Ana Estela Haddad,"PE012, PE021, PN0397"
28679,,Barbosa AFA,Ana Flavia Almeida Barbosa,PI0182
28787,,Cassiano AFB,Ana Flávia Balestrero Cassiano,PN0510
9456,,Calvo AFB,Ana Flavia Bissoto Calvo,"PN1088, PN1708, PN1720"
362,,Granville-Garcia AF,Ana Flávia Granville-Garcia,"PI0084, PI0145, PI0288, PI0903, PN0649, PN0655, PN0669, PN0725, PN0903, PN0904"
27132,,Reis AFN,Ana Flávia Nunes e Reis,"PN0734, PN1050"
74,,Borges AFS,Ana Flávia Sanches Borges,"PN0142, PN0277, PN0441, PN1671"
28453,,Barbosa AFS,Ana Flávia Simões Barbosa,"PI0880, PN0757, PN0828"
18427,,Soares AF,Ana Flávia Soares,"PN0142, PN0151"
28629,,Iscuissati AGS,Ana Gabriela Silva Iscuissati,PI0504
26339,,Limoeiro AGS,ANA GRASIELA DA SILVA LIMOEIRO,PN1292
6609,,Alencar AHG,Ana Helena Gonçalves de Alencar,"PI0184, PI0260, PI0333, PI0335, PI0496, PI0639, PN0336, PN0372, PN1247, PN1258, PN1273"
28678,,Gonçalves AIC,Ana Inez Costa Gonçalves,"PI0385, PI0832"
24805,,Lopes AJC,ANA JÚLIA DA COSTA LOPES,PI0616
19151,,Lacerda AJF,Ana Júlia Farias de Lacerda,PN1107
10863,,Andrade AKM,Ana Karina Maciel de Andrade,"PI0274, PI0563, PN0120, PN0738, PN1047, PN1061"
14056,,Saba AK,Ana Karina Saba,PN0871
27862,,Montenegro AKRA,Ana Karla Ramalho de Aragão Montenegro,PN1015
29173,,Araújo AKRC,Ana Karla Rodrigues Costa Araújo,PO016
29658,,França ALQ,Ana Larissa de Queiroz França,PN1460
27595,,Moura ALC,Ana Laura Campara de Moura,PI0790
22231,,Vilela ALR,Ana Laura Rezende Vilela,PN1057
27375,,Carvalho ALM,Ana Letícia Mello de Carvalho,PI0299
2056,,Anbinder AL,Ana Lia Anbinder,"PN1780, PN1796"
28895,,Fritz ALC,Ana Lia Campos Fritz,PN1578
5985,,Ciamponi AL,Ana Lidia Ciamponi,"PN0699, PN0715, PN1701"
22042,,Santana ALF,Ana Lívia Fileto Santana,PN0898
2356,,Cornélio ALG,Ana Livia Gomes Cornélio,PN1568
14542,,Moreira ALB,Ana Lúcia Barbosa Moreira,PN1598
24490,,Rangel ALCA,Ana Lúcia Carrinho Ayroza Rangel,"PN0480, PN0918, PN1439"
29824,,Teixeira ALH,ana lucia herdy teixeira,AO0049
568,,Almeida ALPF,Ana Lucia Pompéia Fraga de Almeida,"PI0296, PN1154"
2037,H2,Ribeiro ALR,Ana Lúcia Roselino Ribeiro,PN0597
18545,,Ferreira-de-Mello ALS,Ana Lúcia Schaefer Ferreira-de-Mello,"PI0250, PN0924, PN1244"
17902,,Ruiz ALTG,Ana Lúcia Tasca Gois Ruiz,"PI0506, PN1318"
18198,,Pascoal ALB,Ana Luísa de Barros Pascoal,PN1166
27762,,Gomes ALO,Ana Luisa Otim Gomes,PI0338
18207,,Meira ALT,Ana Luísa Teixeira Meira,PN1522
15925,,Pérez ALAL,Ana Luíza Alves de Lima Pérez,PN1298
26525,,Jurema ALB,Ana Luiza Barbosa Jurema,PN1792
29057,,Maschetto ALR,Ana Luiza Rossette Maschetto,PI0814
23030,,Abrahao ALS,Ana Luiza Silvestre Abrahao,"PI0864, PN0804"
21208,,Wanzeler AMV,Ana Márcia Viana Wanzeler,PN0270
21003,,Rodrigues AMA,ANA MARIA AMADIO RODRIGUES,PN1392
27307,,Silva AMBC,Ana Maria Barboza de Campos Silva,PI0231
1778,,Silva AMBR,Ana Maria Bettoni Rodrigues da Silva,PN1756
11294,,Bolognese AM,Ana Maria Bolognese,PI0606
28920,,Paula-do-Nascimento AM,Ana Maria de Paula-do-Nascimento,PI0390
4600,,Valença AMG,Ana Maria Gondim Valença,"PE013, PI0152, PI0242, PI0287, PI0398, PI0695, PI0700, PI0841, PN0071, PN0657, PN0743, PN0912, PN1237, PN1377, PN1504, PN1770, PN1808, COL011"
1864,,Alves AMH,Ana Maria Hecke Alves,PN0054
6584,,Brandão AMM,Ana Maria Martins  Brandão,"PE003, PN1700"
5945,,Gomes AMM,Ana Maria Martins Gomes,"PN0401, PN0727, PN0978, PN1643, PN1713"
29265,,Dias AMR,Ana Maria Rocha Dias,PI0828
3142,,Sell AM,Ana Maria Sell,"AO0035, PN0634, PN1602"
1308,,Spohr AM,Ana Maria Spohr,"PI0862, PN0104, PN0136, PN0153, PN0159, PN0215"
8193,,Maia AMA,Ana Marly Araújo Maia,PN1039
4840,,Medeiros AMC,Ana Míryam Costa De Medeiros,PN1417
27477,,Silva-de-Queiroz AO,Ana Olívia Silva-de-Queiroz,"AO0059, PI0030"
8249,,Lima APS,Ana Patrícia Souza Lima,FC011
9183,,Guedes APA,Ana Paula Albuquerque Guedes,PN0188
24429,,Santoro APAB,Ana Paula Aranha de Barros Santoro,PN1446
23245,,Boteon AP,Ana Paula Boteon,PN0498
11409,,Beltrame APCA,Ana Paula Caldeira Andrada Beltrame,PN0400
813,,Campanelli AP,Ana Paula Campanelli,AO0103
21786,,Barbosa APC,Ana Paula da Cunha Barbosa,AO0160
25461,,Cantuária APC,Ana Paula de Castro Cantuária,"PI0338, PN0066"
29894,,Monteiro APF,Ana Paula de Figueiredo Monteiro,PN1207
22238,,Lima AP,Ana Paula de Lima,PN0547
28893,,Silva APL,Ana Paula de Lima da Silva,PN1512
10601,,Faloni APS,Ana Paula de Souza Faloni,"PN0621, PN1837, PN1840"
13243,,Demasi APD,Ana Paula Dias Demasi,"HA021, AO0118, PN0243, PN0550, PN1472"
28802,,Ferreira APD,ANA PAULA DIAS FERREIRA,PN1339
25679,,Santos AP,Ana Paula dos Santos,AO0016
27379,,Farina AP,Ana Paula Farina,"PI0032, PI0188, PI0343, PI0346, PI0469, PI0490, PI0641, PI0738, PI0789, PI0790, PI0796, PN0330, PN0359, PN0369, PN1251, PN1252, PN1282"
17696,,Bassi APF,Ana Paula Farnezi Bassi,"AO0152, PI0004, PI0023, PI0025, PI0464, PI0609, PI0630, PN0283, PN0599"
17871,,Fernandes AP,Ana Paula Fernandes,"PN0023, PN0341, PN1018"
25945,,Marques APF,Ana Paula Ferreira Marques,PN1227
29689,,Cavalheiro APG,Ana Paula Garbuio Cavalheiro,"PI0238, PI0394, PI0547"
2406,,Franco APGO,Ana Paula Gebert de Oliveira Franco,PN1067
26114,,Schmidt APG,Ana Paula Guidi Schmidt,"PI0010, PN0318"
12292,,Hermont AP,Ana Paula Hermont,PN0917
28389,,Oliveira APL,Ana Paula Lima Oliveira,PI0207
1364,,Macedo AP,Ana Paula Macedo,"PN0124, PN0205, PN0284, PN0521, PN0589, PN0831, PN0850, PN0852, PN1836"
24383,,Marcondes APM,ANA PAULA MARÇAL MARCONDES,"PI0443, PI0741"
12216,,Martini AP,Ana Paula Martini,"AO0200, AO0204, AO0209, AO0211, PI0319"
7370,H2,Gomes APM,Ana Paula Martins Gomes,"PI0767, PN0401"
5542,H1,Gomes APM,Ana Paula Martins Gomes,"PI0059, PI0692, PN0021, PN0048, PN0088, PN0200, PN0727, PN0978, PN1643, PN1713"
17114,,Alves APNN,Ana Paula Negreiros Nunes Alves,"AO0112, PI0523, PN0553, PN1694, PN1767"
7472,,Bossolan APOG,Ana Paula Oliveira Giorgetti Bossolan,"PN1471, PN1790"
22870,,Brito APP,Ana Paula Pedroso Brito,PN0026
15985,,Perroni AP,Ana Paula Perroni,"AO0207, PO020"
8555,,Fugolin APP,Ana Paula Piovezan Fugolin,PN0194
25073,,Preczevski AP,Ana Paula Preczevski,PN0480
24835,,Martins APR,Ana Paula Requia Martins,"PI0807, PN0407"
307,,Braosi APR,Ana Paula Ribeiro Braosi,"PE006, PN0630"
12424,,Andrade APRCB,Ana Paula Rocha Carvalho Bernardes de Andrade,PN0981
15063,,Alves-Claro APR,Ana Paula Rosifini Alves-Claro,"PI0003, PI0764, PI0766"
14854,,Turrioni APS,Ana Paula Silveira Turrioni,"HA001, AO0039, AO0172, PI0234, PN0348"
4333,,Godoi APT,Ana Paula Terossi de Godoi,"PI0560, PI0572, PI0860, PI0867"
6297,,Valente AP,Ana Paula Valente,"HA007, PI0746, PN1331"
3014,,Sobral APV,Ana Paula Veras Sobral,"PN0562, PN1514"
1524,,Soares AP,Ana Prates Soares,"PN0942, PN0949"
27965,,Bello APQD,Ana Priscila Querino Deveza Bello,PI0339
1929,,Aquino ARL,Ana Rafaela Luz de Aquino,PI0533
13740,,Benetti AR,Ana Raquel Benetti,PN0427
11204,,Dias ARC,Ana Regina Cervantes Dias,PN1083
27835,,Pezutto AR,ANA RITA PEZUTTO,PN0979
2132,,Costa AR,Ana Rosa Costa,"PN0138, PN0172, PN0412, PN0729, PN0812, PN0817, PN0976, PN1072, PN1127"
28387,,Siosaki ATF,Ana tarsila fonseca siosaki,PN0277
29000,,Maluly-Proni AT,Ana Teresa Maluly-Proni,"PN0816, PN1086"
16801,,Mesquita ATM,Ana Terezinha Marques Mesquita,"AO0121, PI0681"
22757,,Costa ATA,ANA THAYSA ALVES COSTA,PN1231
24909,,Pinto AVD,Ana Victoria Dourado Pinto,PI0426
28501,,Pereira AVN,Ana Virgínia Neves Pereira,"PI0637, PI0648"
28655,,Pacheco AVS,Ana Vitória Soares Pacheco,PN1235
29081,,Soares AAS,Anacely Alipio de Sousa Soares,PN0326
28620,,Portela AM,Anaide Melo Portela,PN1235
20695,H3,Rocha AC,Analice da Cunha Rocha,PN0792
17528,,Pereira AG,Analice Giovani Pereira,"PI0427, PI0714, PI0887, PN0784, PN1098, PN1474"
25238,,Oliveira AB,Analú Barros de Oliveira,PI0814
15121,,Manéa AS,Analu Sparrenberger Manéa,PN1211
21172,,Zanon A,Analú Zanon,PI0712
29026,,Philippi AG,Analucia Gebler Philippi,"PI0164, PI0471, PI0474, PN1161"
18013,,Leite APP,Anamaria Pessoa Pereira Leite,"PI0336, PI0794"
27310,,Santos AA,Ananda Amaral Santos,PN1726
22525,,Bernardi AV,Anarela Vassen Bernardi,"PN0038, PN0044, PN1581"
29152,,Souza AOQ,Anastácia de Oliveira Queiroz Souza,"PI0140, PI0244"
24951,,Celinski AI,Andersen Ieger Celinski,"PN0602, PN1864"
27934,,Capistrano A,Anderson Capistrano,PN0673
3222,,Catelan A,Anderson Catelan,"PN0148, PN0434, PN1073, PN1128, PN1129"
28923,,Lobo AO,Anderson de Oliveira Lobo,"PN0449, PN0759"
17807,,Fernandes-Costa AN,Anderson Nicolly Fernandes-Costa,"PI0320, PI0775, PN0869"
10790,,Gomes ASL,Anderson Stevens Leônidas Gomes,PN1039
13704,,Hara AT,Anderson Takeo Hara,"AO0093, PI0886"
16537,,Pelegrine AA,André Antonio Pelegrine,"FC026, PI0481, PN0294, PN1553, PN1859"
22295,,Barbosa ACS,André Cavalcante da Silva Barbosa,"AO0040, AO0202"
27118,,Sousa AC,André Cruz de Sousa,PI0029
1248,,Monini AC,Andre da Costa Monini,AO0022
8181,,Sales-Peres AC,Andre de Carvalho Sales-Peres,"PN0926, PN0930"
25559,,Rodrigues AS,André dos Santos Rodrigues,PN1849
2078,,Moro AFV,Andre Fabio Vasconcelos Moro,PI0568
9460,,Abrão AF,André Felipe Abrão,"PN0670, PN0685, PN1040, PN1355, PN1365, PN1400"
17719,,Figueirôa AFA,ANDRÉ FELIPE ALVES FIGUEIRÔA,PN0788
23798,,Sá AF,André Ferreira de Sá,PN0404
3488,,Reis AF,André Figueiredo Reis,"PN0137, PN0421, PN0467, PN0481, PN1065"
28448,,Moraes AG,André Gazetta de Moraes,"PN0218, PN0222"
27706,,Gundel A,ANDRE GUNDEL,PN0691
3056,,Godas AGL,André Gustavo de Lima Godas,"PI0558, PN0176, PN0188, PN1086"
12198,,Paleari AG,André Gustavo Paleari,"AO0197, AO0198, PN0522, PN0830"
26285,,Saguchi AH,André Hayato Saguchi,"PN1253, PN1573, PN1579"
4052,,Carvalho AL,ANDRÉ LOPES CARVALHO,"FC019, PI0218, PI0374"
22381,,Fabris ALS,André Luis da Silva Fabris,"PI0008, PI0466"
29566,,Santos ALC,andre luis de castro santos,PI0620
26120,,Dorini AL,André Luís Dorini,PI0736
608,,Faria-e-Silva AL,André Luis Faria-e-Silva,"PN1045, PN1051, PN1082"
25304,H1,Ribeiro ALR,Andre Luis Ribeiro Ribeiro,PN0544
29675,,Fressatti ALM,André Luiz de Macedo Fressatti,"PI0869, PN1740"
15199,,Drumond ALM,André Luiz de Melo Drumond,"PI0904, PN1380, PN1662, PN1681"
28307,,Souza AL,André Luiz de Souza,AO0053
4921,,Costa ALF,André Luiz Ferreira Costa,"PN1363, PN1654"
5031,,Briso ALF,André Luiz Fraga Briso,"AO0067, AO0074, AO0075, PI0558, PN0046, PN0176, PN0425, PN0473, PN0816, PN1086"
28316,,Dresch ALM,andre luiz monguilhot dresch,PI0250
18964,,Campos ALO,André Luiz Oliveira Campos,"PI0459, PI0511"
28939,,Figueiredo ALR,André Luiz Rudini de Figueiredo,"PI0702, PI0707, PN1831"
11864,,Mallmann A,André Mallmann,PN0454
26604,,Silva AP,Andre Pitondo Silva,PN1559
29271,,Força AR,André Rossi Força,PN0827
16166,,Bueno AS,André Scolare Bueno,PN1793
12569,,Takahashi A,André Takahashi,PN0945
7476,,Batista AUD,André Ulisses Dantas Batista,"PI0054, PN0094, PN0399, PN0408, PN0536, PN1061, PN1160"
5645,,Dantas AAR,Andrea Abi Rached Dantas,"PN0169, PN0357"
7875,,Anido-Anido A,Andrea Anido-Anido,"AO0187, PI0111, PI0428, PN1109"
8094,,Vasconcellos AA,Andréa Araújo de Vasconcellos,"PN0530, PN0617, PN0864"
20387,,Tolentino AB,Andrea Barros Tolentino,"PI0245, PN0846"
29409,,Moleri AB,Andrea Braga Moleri,AO0125
12531,,Reis AC,Andrea Cândido Dos Reis,"AO0170, AO0173, AO0180, AO0191, PI0566, PI0710"
21181,H4,Pereira AC,Andrea Cardoso Pereira,"PN0362, PN1226"
23737,,Marco AC,Andrea Carvalho De Marco,"PN0872, PN0874, PN0889, PN1775"
25812,,Konrath AC,Andréa Cristina Konrath,"PI0284, PI0594, PI0743, PI0895, PI0900, PN0695, PN0968, PN0977, PN1006, PN1024, PN1034, PN1328, PN1340, PN1345, PN1353, PN1369, PN1581"
2234,,Câmara AC,Andréa Cruz Câmara,"PI0495, PN0001"
6314,,Vieira ACD,ANDRÉA DE CASTRO DOMINGOS VIEIRA,PN1447
23422,,Pimenta AL,Andrea de Lima Pimenta,"PI0323, PN0044, PN0366, PN1867"
7727,,Lago ADN,Andréa Dias Neves Lago,"PI0271, PN1030"
1673,,Pontual AA,Andrea dos Anjos Pontual,"PN0240, PN0573, PN0582, PN0588, PN1457, PN1742"
24279,,Castro AS,ANDREA DOS SANTOS DE CASTRO,"PN0251, PN1515"
16299,,Cruz AFS,Andréa Ferreira Santos da Cruz,"PI0419, PN0732"
27367,,Meneguette AF,Andrea Fogaça Meneguette,PN0246
570,H1,Freire A,Andrea Freire,PN0177
27974,,Dellovo AG,Andrea Gomes Dellovo,PI0366
743,,Antonio AG,Andréa Gonçalves Antonio,"AO0006, AO0174, PO015, PI0100, PI0204, PI0499, PI0593, PI0656, PI0661, PN0705, PN1656"
22417,,Trentin AG,Andréa Gonçalves Trentin,"PN0004, PN0006"
29542,,Gonçales AGB,Andréa Guedes Barreto Gonçales,PN0639
1815,,Yamazaki AK,Andrea Kanako Yamazaki,PN1573
2332,,Arasaki AKY,Andréa Kanako Yamazaki Arasaki,PN1253
26447,,Ruivo AK,Andréa Karina Ruivo,PN0954
11987,,Marques AL,Andréa Laudares Marques,PN1333
16576,,Procópio ALF,Andréa Lemos Falcão Procópio,PN0863
6683,,Witzel AL,ANDRÉA LUSVARGHI WITZEL,"PN0234, PN0579, PN1443"
2907,,Mantesso A,ANDREA MANTESSO,"PI0071, PI0221, PN1409, PN1596, PN1750"
10949,,Marcaccini AM,Andrea Marcia Marcaccini,"PI0534, PN0622, PN1186, PN1854"
4928,,Vargas AMD,Andréa Maria Duarte Vargas,"PI0243, PI0544"
28888,,Takasu AM,Andréa Mayumi Takasu,PN0984
15543,,Da-Costa AM,Andrea Moscardini Da-Costa,PN1819
15257,,Silva AN,Andréa Neiva Da Silva,"PE017, PE023, PI0100, PI0539, PN1495"
904,,Cavalcanti AN,Andrea Nóbrega Cavalcanti,PN0437
28166,,Fregoneze AP,Andréa Paula Fregoneze,PN1513
1168,,Queiroga AS,Andréa Sarmento Queiroga,"PI0064, PI0199, PI0316, PN1319"
20610,,Fonseca ASQS,ANDREA SOARES QUIRINO DA SILVA FONSECA,PN1010
21449,,Pintor AVB,Andréa Vaz Braga Pintor,AO0015
1533,,Assaf AV,Andréa Videira Assaf,"PO009, PO010, PE014, PE019, PI0083, PI0093, PI0097, PI0236, PN1227, PN1494, PN1812"
24734,,Cavalli AM,Andreany Martins Cavalli,"PN1390, PN1398"
