COD_AUTOR,HOMONIMO,FORMATO,NOME,RESUMOS
15937,,Porto OCL,Olavo Cesar Lyra Porto,"PI0033, PN0564"
13153,,Flecha OD,Olga Dumont Flecha,PN1199
26177,,Altavista OM,Olga Maria altavista,PN1655
21844,,Silveira OS,Olívia dos Santos Silveira,"PI0216, PN1758"
25953,,Figueredo OMC,Olívia Maria Costa de Figueredo,PI0026
29091,,Marroquim OMG,Olívia Maria Guimarães Marroquim,"PI0198, PI0567, PN1427"
28177,,Aires OV,Olivia Vieira Aires,PI0563
20134,,Martinez OER,Omar Efrain Roque Martinez,PI0614
11371,,Silva-Filho OG,Omar Gabriel da Silva Filho,PN1714
26117,,Ayub OS,Omar Shafic Ayub,"PN0755, PN0851"
846,,Guedes OA,Orlando Aguirre Guedes,"PI0033, PI0034, PI0087, PI0187, PI0214, PI0231, PI0237, PI0249, PI0260, PI0279, PI0295, PI0333, PI0335, PI0344, PI0385, PI0493, PI0494, PI0571, PI0611, PI0636, PI0642, PI0659, PI0823, PI0848, PN0375, PN0564, PN1270, PN1275, PN1288, PN1490, PN1575, PN1831"
29867,,Ysnaga OAE,Orlando Armando Elguera Ysnaga,PN1129
5460,,Saliba O,Orlando Saliba,PN1216
913,,Tanaka O,Orlando Tanaka,"PI0911, PN0704, PN0720, PN0961, PN0967, PN0992, PN1411, PN1641"
27937,,Machuca OF,Oscar Fernando Machuca,PN0992
5914,,Muñoz-Chávez OF,OSCAR FERNANDO MUÑOZ-CHÁVEZ,AO0132
28830,,Gomes OS,Oscar Stangherlin Gomes,"PI0906, PN0151"
623,,Cuoghi OA,OSMAR APARECIDO CUOGHI,"PN1396, PN1407, PN1412, PN1639, PN1703"
10807,,Agostinho-Neto O,Osmar de Agostinho Neto,"PI0625, PN1174, PN1865, PN1866"
24462,,Ritzel OI,Osmar Inhaia Ritzel,"PI0254, PI0359"
23531,,Silva ON,Osmar Nascimento Silva,PI0029
2767,,Oliveira-Júnior OB,Osmir Batista de Oliveira Júnior,PN0169
1085,,Gomes OMM,Osnara Maria Mongruel Gomes,"PN0099, PN0141, PN0181, PN0433, PN0770, PN0771, PN0781, PN0782, PN1067"
4116,,Ferreira-Júnior O,OSNY FERREIRA JÚNIOR,PI0062
21128,,Haje OAE,Ossam Abu El Haje,PI0155
4819,,Bezzon OL,Osvaldo Luiz Bezzon,PN0612
6605,,Magro-Filho O,OSVALDO MAGRO FILHO,PI0464
21854,,Souza-Júnior OB,Oswaldo Baptista de Souza Júnior,"PI0330, PI0619"
737,,Crivello-Junior O,Oswaldo Crivello-Junior,"PN0512, PN0514"
1640,,Costa-Neto OC,Oswaldo de Castro Costa Neto,"PN1865, PN1866"
16323,,Chagas-Júnior OL,Otacílio Luiz Chagas Júnior,"AO0138, PN0943"
29589,,Akkus O,Ozan Akkus,PN1246
28493,,Rocha PAS,PÁBLIO ALMEIDA DE SÁ ROCHA,PI0581
16783,,Vargas PA,Pablo Agustin Vargas,PI0525
17672,,Amoroso-Silva PA,Pablo Andrés Amoroso-Silva,"PN1276, PN1590"
25031,,Pause PC,Pablo Corrêa Pause,PI0363
29396,,Santos PM,Pablo de Moura Santos,"PN0942, PN0949"
16663,,Caldarelli PG,PABLO GUILHERME CALDARELLI,"PE012, PN1620"
27492,,Ghimenti PP,Pablo Pereira Ghimenti,AO0118
16199,,Rosa PCCS,PALMYRA CATARINA COSTA SANTA ROSA,"PI0289, PI0411, PI0670, PN1710"
28123,,Castro PC,Paloma Carneiro Castro,PN0379
29043,,Marques PA,Pâmela Adeline Marques,"PI0416, PI0716"
29693,,Bagatini PB,Pamela Brambilla Bagatini,PN1180
25451,,Ornellas PO,Pâmela de Oliveira Ornellas,"PN1012, PN1267"
14486,,Trannin PG,Pâmela Garcia Trannin,PN0708
8486,,Santos PL,Pamela Leticia dos Santos,"AO0166, PI0179, PI0307, PN0621, PN0637, PN1837"
22191,,Silva PLP,Pâmela Lopes Pedro da Silva,PN1160
19632,,Malaquias P,Pâmela Malaquias,PN0484
29317,,Amado PPP,Pâmela Pontes Penas Amado,PN1281
29232,,Almeida PRL,Pamela Rocha Lopes de Almeida,PN1366
20453,,Dias PC,Pâmella Coelho Dias,PN0936
25603,,Alvares PR,Pamella Recco Alvares,PN0562
27992,,Brito PCB,Pammela Cris Brandão de Brito,"AO0024, PI0295, PI0438, PI0588"
27585,,Maciel PP,Panmella Pereira Maciel,"PI0050, PI0054, PN0094, PN0399, PN0408, PN1108, PN1304, PN1770"
1634,,Rados PV,Pantelis Varvaki Rados,"PI0376, PN1745"
24808,,Bertoncello P,Paola Bertoncello,PN1498
23890,,Mira PCS,Paôla Caroline da Silva Mira,PI0036
26624,,Machado PC,Paola Chrystine Machado,PN0411
28997,,Carneiro PC,Paola Cristina Carneiro,PN0460
27018,,Corso PFCL,Paola Fernanda Cotait de Lucas Corso,"PI0685, PN0320"
21318,,Burmann PFP,Paola Flach Perim Burmann,PN0723
23596,,Souza PG,Paola Gomes Souza,"PI0427, PN0762, PN0784, PN1474"
10142,,Gonzales PS,Paola Sampaio Gonzales,"PE011, PN0906, PN0914"
25032,,Figueiredo PS,Paola Serraglio Figueiredo,PI0585
24285,,Vallim PC,Paolla Camacho Vallim,"PI0079, PI0081, PI0176"
25662,,Nizo PT,Paolo Tulio di Nizo,PN1127
22552,,Magne P,Pascal Magne,PN1543
18815,,Andrade P MB,Patricia  Melo Biondi de Andrade,PI0250
15192,,Barbosa P-S,Patricia -da- silva barbosa,"PN0078, PN0081"
18024,,Curylofo PA,Patrícia Almeida Curylofo,PN0834
28432,,Rezende PAT,Patrícia Alves Terra Rezende,PI0888
2534,,Ana PA,Patrícia Aparecida da Ana,"PN1619, PN1761"
22169,,Carvalho PA,Patrícia Arriaga Carvalho,PN0880
20796,,Lino PA,PATRICIA AZEVEDO LINO,"PN1224, PN1497"
11101,,Mello PB,Patricia Bicalho de Mello,AO0156
28077,,Cabral-Passos P,Patrícia Cabral-Passos,"PN0882, PN1624"
18909,,Lopes PC,Patrícia Carla Lopes,JL001
12731,,Corrêa-Faria P,Patrícia Corrêa-Faria,"AO0014, PN0728, PN1378, PN1677"
12957,,Siqueira PC,Patrícia Correia de Siqueira,PN1247
3028,,Nascente PS,Patrícia da Silva Nascente,PN1433
3821,,Souza PARS,Patrícia de Almeida Rodrigues da Silva E Souza,"PN1567, PN1595"
1223,,Risso PA,Patrícia de Andrade Risso,"PI0138, PN0719, PN0975, PN1010"
19132,,Carvalho P,Patrícia de Carvalho,PN1695
9062,,Calderon PS,Patrícia dos Santos Calderon,"AO0213, PI0227, PI0320, PN0869, PN1166"
13605,,Jardim PS,Patricia dos Santos Jardim,"PI0264, PI0586"
29512,,Aguirre PEA,Patricia Estefania Ayala Aguirre,"PN1521, PN1622"
24871,,Bento PFL,Patricia Fabiola Lizarelli Bento,PI0605
29620,,Fabris P,Patricia Fabris,PE006
29155,,Trigueiro PFS,PATRÍCIA FALCÃO SILVA TRIGUEIRO,PN0582
27331,,Ribeiro PFA,Patricia Fernandes Avila Ribeiro,PN0247
26844,,Macêdo PF,Patrícia Figueiredo de Macêdo,"PI0158, PI0454, PI0755"
28801,,Alves PFS,Patrícia Francieli Silva Alves,AO0104
7420,,Goncalves PF,Patricia Furtado Goncalves,PN1199
9324,,Fernandes PG,Patricia Garani Fernandes,"PI0532, PN0887"
6787,,Moura-Grec PG,Patricia Garcia de Moura-Grec,PN1673
27854,,Rezende PG,Patricia Grecco Rezende,PN0084
28383,,Raitz PGC,Patricia Guedes Correa Raitz,PI0250
28526,,Hatschbach P,Patrícia Hatschbach,"PI0388, PI0546, PI0859"
5752,,Mendes PHC,Patrícia Helena Costa Mendes,PN1753
24256,,Felipak PK,Patricia Kochany Felipak,PI0685
832,,Lobo PLD,Patrícia Leal Dantas Lobo,"PI0442, COL003, COL010"
29012,,Louro P,Patricia Louro,PI0073
21848,,Coelho PM,PATRICIA MARIA COELHO,"PI0440, PN0257, PN0360, PN0684, PN1023, PN1274"
2736,,Zarzar PMPA,Patricia Maria Pereira de Araujo Zarzar,"PO002, PI0247, PN1241, PN1351, PN1362, PN1378, PN1803"
24794,,Kossugue PM,Patricia Mayumi Kossugue,PN0180
21708,,Araújo PM,Patrícia Medeiros Araújo,PN1484
1806,,Bento PM,Patrícia Meira Bento,"PI0373, PI0397, PI0845, PN0259, PN0263, PN0268, PN0271"
1347,,Freitas PM,Patricia Moreira de Freitas,"PN0779, PN0806, PN1686"
29060,,Gonçalves PM,Patrícia Moreira Gonçalves,PI0595
7268,,Rabello PM,Patrícia Moreira Rabello,"PE013, PI0011, PN0636"
1257,,Tannure PN,PATRICIA NIVOLONI TANNURE,PN1035
7687,,Nassar PO,Patricia Oehlmeyer Nassar,"PN0879, PN1642"
14846,,Lima PO,Patricia Oliveira de Lima,PN0390
27975,,Pauletto P,PATRICIA PAULETTO,"PI0471, PI0474, PN1161"
22410,,Perinoto P,Patrícia Perinoto,PI0181
4276,,Garcia PPNS,Patrícia Petromilli Nordi Sasso Garcia,PN1132
26267,,Schneider PP,Patricia Pigato Schneider,"AO0022, PI0142, PI0909"
25452,,Barros PP,Patrícia Pimentel de Barros,"AO0092, PN0073"
19099,,Saraiva PP,Patricia Pinto Saraiva,"PI0154, PI0162, PI0307, PI0631"
27547,,Reis PQR,Patrícia Queiroz Rocha dos Reis,"PN0132, PN0419"
25946,,Santos PR,Patrícia Rafaela dos Santos,"PI0299, PI0455"
4684,,Cury PR,Patricia Ramos Cury,"PN1209, PN1500"
22043,,Rebouças PRM,Patrícia Ravena Meneses Rebouças,PN0268
25498,,Sá PR,Patrícia Reis De Sá,PI0436
26244,,Milério PSLL,Patrícia Sâmea Lêdo Lima Milério,"PI0282, PI0868"
27739,,Bueno PSK,Patrícia Sanches Kerges Bueno,PN0585
17147,,Oliveira PS,Patrícia Santos Oliveira,"PI0028, PI0644, PI0715"
6169,,Oliveira PT,Patrícia Teixeira de Oliveira,PI0060
28722,,Soares PT,Patricia Timbó Soares,PN0732
15529,,Fanchin PT,Patricia Trochmann Fanchin,PI0747
25449,,Valim P,Patricia Valim,PN1717
23892,,Viera PVA,Patricia Verónica Aulestia Viera,PN0239
5559,,Weidlich P,Patrícia Weidlich,"FC023, PI0389, PN1475, PN1498"
29926,,Tsuneto PY,Patricia Yumeko Tsuneto,AO0035
25708,,Forte PYG,Patrícia Yumi Goshi Forte,PI0734
27060,,Silva PZ,Patrícia Zambon da Silva,"PN1290, PN1578"
16790,,Zardo P,Patricia Zardo,PI0722
28591,,Baltieri PWQ,PATRICK WILSON QUELLIS BALTIERI,PI0180
26437,,Barbugli PA,Paula Aboud Barbugli,PN0097
27384,,Felipe PAP,Paula Andréia Pires Felipe,"PN0069, PN1149"
4746,,Nakazone-Guimarães PA,Paula Aparecida Nakazone-Guimarães,PN1289
21481,,Barcellos-Silva P,Paula Barcellos-Silva,"PI0269, PI0873, PN0483"
3439,,Benetti P,Paula Benetti,"PI0253, PI0565"
25431,,Bernardon P,Paula Bernardon,PN0879
13829,,Araújo PC,Paula Caetano Araújo,PN1517
3618,,Komori PCP,Paula Carolina de Paiva Komori,PN0787
4615,,Celiberti P,Paula Celiberti,PN1664
16602,,Paiva PCP,Paula Cristina Pelli Paiva,"PN1241, PN1351, PN1362"
19017,,Trevilatto PC,Paula Cristina Trevilatto,"PI0536, PN0919"
12156,,Spada PCP,Paula Cruz Porto Spada,"PI0194, PN0630"
27493,,Kruly PC,Paula de Castro Kruly,PN0653
27409,,Cunha PO,Paula de Oliveira Cunha,PN1464
3242,,Dechichi P,PAULA DECHICHI,"PN0014, PN0891, PN0936, PN0944"
27067,,Portella PD,Paula Dresch Portella,PI0143
14508,,Kreling PF,Paula Fernanda Kreling,"PN1075, PN1614"
27844,,Xavier PG,Paula Galante Xavier,PI0456
7975,,Goes P,Paula Goes,"PI0072, PN1460, PN1468, PN1634"
27657,,Guerino P,Paula Guerino,"PN0691, PN0696"
9096,,Jorge PK,Paula Karine Jorge,"PI0296, PN1021"
24956,,Sanchez PKV,Paula Katherine Vargas Sanchez,"PI0286, PN1780, PN1796"
10140,,Faleiros PL,Paula Lazilha Faleiros,"PI0077, PN1545"
24926,,Caetano PL,Paula Liparini Caetano,PN1162
15151,,Cheib PL,Paula Loureiro Cheib,"PN0684, PN1358"
27135,,Lima PLV,PAULA LOURES VALLE LIMA,"PN1592, PN1598"
24054,,Pires PM,Paula Maciel Pires,AO0174
12849,,Baratella PMR,Paula Maria da Rosa Baratella,PN1363
27187,,Alves PMM,Paula Maria Mendes Alves,PN1065
24443,,Miranda PMB,Paula Martins Bravo Miranda,PI0352
4664,,Mathias P,Paula Mathias,PN0437
20873,,Acatauassú-Nunes PM,Paula Mendes Acatauassú-Nunes,PN0783
7957,,Castelo PM,Paula Midori Castelo,"PI0132, PN1682, PN1719"
29467,,Yoshino PM,Paula Midori Yoshino,PI0374
18864,,Lima PM,Paula Moraes Lima,"PI0148, PI0293, PN1647"
11784,,Granero PM,Paula Morigi Granero,PN1651
29368,,Vidal PM,Paula Mozer Vidal,PN1485
21569,,Garcia PP,Paula Pontes Garcia,"PN0129, PN0602, PN1864"
27059,,Ballista PR,Paula Ramos Ballista,PN1676
27315,,Ferreira PRM,PAULA REBECA MELO FERREIRA,PI0316
29349,,Oliveira PRW,Paula Regina Werk Oliveira,PN1601
21578,,Pires PR,Paula Rodrigues Pires,PI0382
27873,,Sachet P,Paula Sachet,"PN0187, PN0476"
17215,,Karam PSBH,Paula Stephania Brandão Hage Karam,PN1536
15161,,Arantes PT,Paula Tamião Arantes,"PI0356, PN1621"
6685,,Oltramari-Navarro PVP,Paula Vanessa Pedron Oltramari-Navarro,"AO0009, PI0150, PI0290, PI0759, PN0220, PN0713, PN1008, PN1334, PN1383, PN1704"
27277,,Barbosa PVS,PAULA VERONICA DA SILVA BARBOSA,PI0187
1401,,Sanitá PV,Paula Volpato Sanitá,PN0097
3856,H1,Strini PJSA,Paulinne Junqueira Silva Andresen Strini,"PN0203, PN0214"
27791,,Sousa PPM,Paulla Pereira Melo de Sousa,PN0661
20623,,Cunali PA,Paulo Afonso Cunali,PI0244
21924,,Albuquerque PAA,Paulo Artur Andrade de Albuquerque,PN1737
4317,,Vasconcelos PB,Paulo Batista de Vasconcelos,"PN0838, PN0937"
29761,,Santos-Junior PB,Paulo Bisi dos Santos Junior,PN1623
29628,,Rédua PCB,Paulo Cesar Barbosa Rédua,"AO0003, PN1692"
29312,,Aguilar PC,Paulo César de Aguilar,PN0749
712,,Santos-Filho PCF,Paulo César Freitas Santos-Filho,"HA014, PI0409, PI0579, PN0170, PN0182, PN0737, PN0765, PN1069"
6721,,Conti PCR,Paulo César Rodrigues Conti,AO0053
27736,,Silva PCS,Paulo César Simões Silva,PI0782
5680,,Soares-Júnior PC,Paulo Cesar Soares Júnior,PN0177
3915,,Simamoto-Júnior PC,Paulo Cézar Simamoto Júnior,"PI0616, PN0170, PN0226, PN0616, PN0765, PN1059, PN1095, PN1151"
9767,,Funk PP,Paulo do Prado Funk,"PI0205, PI0355"
15754,,Ribeiro-Junior PD,Paulo Domingos Ribeiro-Junior,"PI0179, PN0637"
12515,,Souza PEA,Paulo Eduardo Alencar de Souza,"PI0216, PN0274, PN0381, PN1482, PN1657"
3995,,Lacerda PE,Paulo Eduardo de Lacerda,PN0294
1228,,Carvalho PEG,Paulo Eduardo Guedes Carvalho,PN1363
19557,,Stella PEM,Paulo Eduardo Melo Stella,PI0596
27512,,Ribeiro PFS,Paulo Felipe dos Santos Ribeiro,PI0162
28803,,Dias PF,Paulo Fernando Dias,PN0028
2165,,Kramer PF,Paulo Floriani Kramer,"PN0329, PN0723, PN0726, PN0996, PN1000, PN1007, PN1384"
1318,,Cesar PF,Paulo Francisco Cesar,"AO0196, PI0126, PI0169, PN1157, PN1299"
29015,,Quirino PFM,Paulo Francivânio Meneses Quirino,PI0649
28714,,Queiroz PFA,PAULO FRANKLIN ALMEIDA QUEIROZ,PN1274
4217,,Frazão P,Paulo Frazão,PO012
20336,,Silva PGB,Paulo Goberlânio de Barros Silva,"AO0112, PI0310, PI0523, PN0553, PN1103, PN1144, PN1694, PN1767"
24473,,Marchi PGB,Paulo Guilherme Bittencourt Marchi,"PN0683, PN1642"
26096,,Castro PHS,Paulo Henrique de Souza Castro,"PI0315, PI0680"
13259,,Santos PH,Paulo Henrique dos Santos,"PI0558, PN0176, PN0188, PN0216, PN0473, PN0774, PN0816, PN1086"
19727,,Caria PHF,Paulo Henrique Ferreira Caria,"PN0633, PN1766"
28513,,Fernandes PHM,Paulo Henrique Martins Fernandes,PI0718
7030,,Dalpino PHP,Paulo Henrique Perlatti DAlpino,"AO0169, AO0188, AO0190, PI0106, PI0107, PI0257, PI0418, PI0712, PN0426, PN1087, PN1126"
29484,,Carvalho PHP,Paulo Henrique Pimenta de Carvalho,PI0061
4198,,Rossato PH,Paulo Henrique Rossato,PN1383
25665,,Martins PHS,Paulo Henrique Silva Martins,PI0131
3587,,Tomazinho PH,Paulo Henrique Tomazinho,"PE006, PI0757, PN0040, PN0083"
2457,,Batista PHT,Paulo Henrique Torres Batista,PI0180
5735,,Seraidarian PI,Paulo Isaias Seraidarian,"PN0278, PN0860"
26578,,Calefi PL,Paulo Linares Calefi,PN0076
24691,,Farias-Junior PMA,Paulo Mecenas Alves de Farias Junior,"PI0360, PI0361, PI0384, PI0837, PN0380"
29144,,Lisboa-Filho PN,Paulo Noronha Lisboa Filho,"PI0003, PI0764, PI0766, PN1671, PN1715"
25851,,Souza POC,Paulo Otávio Carmo Souza,"PI0379, PI0677, PN1732"
7059,,Zuim PRJ,Paulo Renato Junqueira Zuim,"PI0778, PN0526"
3921,,Nouer PRA,Paulo Roberto Aranha Nouer,"PN0641, PN0644, PN0648, PN1326, PN1341, PN1375, PN1387, PN1391, PN1394"
12235,,Botacin PR,Paulo Roberto Botacin,"PI0466, PI0612, PN0940, PN0950"
21474,,Camati PR,Paulo Roberto Camati,"PN0627, PN1848"
16761,,Silva PR,Paulo Roberto da Silva,PN0914
24169,,Franzon-Filho PR,Paulo Roberto Franzon Filho,PN1533
18406,,Colussi PRG,Paulo Roberto Grafitti Colussi,"PI0389, PN1475, PN1498"
28207,,Gromatzky PR,Paulo Roberto Gromatzky,PN0504
29559,,Maia PRM,PAULO ROBERTO MARTINS MAIA,"PI0139, PI0202"
22671,,Brofman PRS,Paulo Roberto Slud Brofman,PN0312
29426,,Martins PRV,Paulo Roberto Vieira Martins,PI0172
4111,,Faria PR,Paulo Rogério de Faria,PN0260
2298,,Bonan PRF,Paulo Rogério Ferreti Bonan,"PI0050, PI0054, PI0147, PI0573, PI0668, PI0852, PN0094, PN0191, PN0393, PN0399, PN0408, PN0536, PN0657, PN0912, PN1079, PN1108, PN1160, PN1304, PN1615, PN1768, PN1770"
26404,,Goes PSA,Paulo Sávio Angeiras de Goes,"PI0540, PI0552, PI0854"
28417,,Borella PS,Paulo Sérgio Borella,PI0615
1897,,Cerri PS,Paulo Sérgio Cerri,"AO0070, PN1344"
117,,Santos PSS,Paulo Sérgio da Silva Santos,"PN0277, PN0585"
1755,,Campos PSF,Paulo Sérgio Flores Campos,"PN0259, PN0263"
9819,,Carvalho PSP,Paulo Sergio Perri de Carvalho,"AO0152, PI0023, PI0025, PI0630, PN0289, PN0290, PN0599, PN0605"
5461,,Quagliatto PS,Paulo Sérgio Quagliatto,PN0014
26667,,Pessoa PSS,Paulo Sérgio Silva Pessoa,"PI0404, PI0468, PI0846"
27472,,Pina PSS,Paulo Sérgio Souza Pina,PI0191
7214,,Costa PSS,Paulo Sérgio Sucasas da Costa,"AO0013, PI0449"
21300,,Costa PVM,Paulo Victor de Moura Costa,"HA014, PN0182"
2553,,Soares PV,Paulo Vinicius Soares,"FC016, PI0427, PI0714, PI0883, PI0887, PN0762, PN0784, PN1098, PN1118, PN1474"
24221,,Ferreira PVC,Paulo Vitor Campos Ferreira,PN0461
998,,Farago PV,Paulo Vitor Farago,"PN0100, PN0168, PN0409, PN0503, PN0781, PN1359"
26019,,Muniz PA,Pedro Alves Muniz,PI0393
24750,,Magalhães-Júnior PAA,Pedro Américo Almeida Magalhães Júnior,"PN1335, PN1364"
7535,,Hernández PAG,Pedro Antonio González Hernández,PN0943
22135,,Xambre PAOS,Pedro Augusto Oliveira Santos Xambre,"PN0257, PN0360, PN1274, PN1444"
29757,,Resende PD,Pedro Damas Resende,PN1283
21577,,Rebouças PD,Pedro Diniz Rebouças,PN1715
5082,,Novaes PD,Pedro Duarte Novaes,"PN0628, PN1741"
16003,H1,Oliveira PHC,Pedro Henrique Cabral Oliveira,"PI0110, PN1299"
28318,H2,Oliveira PHC,Pedro Henrique Chaves de Oliveira,PI0798
3492,,Corazza PH,Pedro Henrique Corazza,"PI0430, PI0723, PN0451"
14842,,Carvalho PHA,Pedro Henrique de Azambuja Carvalho,PN1610
25289,,Denofrio PHF,Pedro Henrique Faria Denofrio,PN1185
18153,,Limirio PHJO,Pedro Henrique Justino Oliveira Limirio,PN0944
24525,,Gonçalves PHPQ,Pedro Henrique Pereira de Queiroz Gonçalves,PO021
13372,,Spini PHR,Pedro Henrique Rezende Spini,"PI0883, PN1118"
22610,,Carvalho PHR,Pedro Henrique Rocha Carvalho,"PI0446, PI0742"
29469,,Vasconcelos PHR,Pedro Henrique Rodrigues de Vasconcelos,"PO001, PI0497, PI0543, PI0901, PN0255"
17621,,Sette-de-Souza PH,Pedro Henrique Sette-de-Souza,"PI0512, PI0653, PN1626"
27405,,Gomes-Ferreira PHS,Pedro Henrique Silva Gomes-Ferreira,"HA023, AO0128, AO0143, AO0146, PN0938"
29134,,Paula PIB,Pedro Ivo Barreto de Paula,PN1169
24253,,Carvalho PI,Pedro Ivo de Carvalho,PN1861
24252,,Carvalho PL,PEDRO LUIZ DE CARVALHO,PI0676
4331,,Rosalen PL,Pedro Luiz Rosalen,"FC008, AO0088, AO0098, AO0100, PI0357, PI0514, PN0093, PN1305, PN1307, PN1626, PN1796"
8797,,Tondelli PM,PEDRO MARCELO TONDELLI,PN1721
7356,,Souza PPC,Pedro Paulo Chaves de Souza,"AO0058, PN0625, PN0939"
29188,,Okazaki PTM,Pedro Teruo Mendes Okazaki,PO019
7332,,Tortamano P,Pedro Tortamano,PN0855
6473,,Noritomi PY,Pedro Yoshito Noritomi,"PN0170, PN0595, PN0648, PN0765, PN0774, PN1539"
27453,,Teixeira PA,PEDRO- ANTUNES- TEIXEIRA,"PN0019, PN0031, PN0333"
29674,,Lundberg P,Pernilla Lundberg,PN0939
25053,,Madeira PLB,Petrus Levid Barros Madeira,"PI0626, PI0861, PN0385"
16950,,Alencar PNB,Phillipe Nogueira Barbosa Alencar,PN1747
3661,,Zanardi PR,Piero Rocha Zanardi,"PI0172, PN1153"
548,,Neves PAM,Pierre Adriano Moreno Neves,"AO0004, PN0070, PN1312"
26655,,Fechine PBA,Pierre Basílio Almeida Fechine,PN1048
7787,,Senna PM,Plinio Mendes Senna,"AO0134, PI0175, PI0646, PI0780"
28558,,Sciasci P,Plinio Sciasci,PN0595
28639,,França PO,Poliana de Oliveira França,PN1047
23312,H2,Costa PS,Poliana de Santana Costa,PI0649
1326,,Duarte PM,Poliana Mendes Duarte,"FC026, AO0140, PI0079, PI0081, PI0176, PN1182, PN1479, PN1789, PN1853"
29466,,Val PP,Poliana Pacifico Val,PN1310
2660,,Scaffa PMC,Polliana Mendes Candia Scaffa,"PI0428, PN1109"
1407,H1,Alves PM,Pollianna Muniz Alves,"PI0049, PI0052, PI0515, PI0610, PI0754, PI0756, PI0863, PN0265, PN0266, PN0317, PN0983, PN1416, PN1725"
28569,,Comoti P,Pollini Comoti,PI0372
29008,,Darós P,POLLYANA DARÓS,PN1739
28476,,Monteiro PMG,Pollyanna Maia de Gois Monteiro,PI0697
19184,,Ferreira-da-Silva PN,Pollyanna Nogueira Ferreira-da-Silva,AO0182
28886,,Medina PO,Pollyanna Oliveira Medina,PN0985
27448,,Alcântara PM,Polyana Matos Alcântara,PN0791
21948,,Queiroz PM,Polyane Mazucatto Queiroz,"PN0551, PN0568, PN1452, PN1743"
6412,H2,Alves PM,Polyanna Miranda Alves,PI0508
10247,H2,Strini PJSA,Polyanne Junqueira Silva Andresen Strini,"PN0203, PN0214"
29775,,Meirelles PD,Potira Dalques Meirelles,PI0565
17031,,Henriques PA,Priscila Alonso Henriques,PN1579
25394,,Giovani PA,Priscila Alves Giovani,PN1689
23325,,Francisco PA,Priscila Amanda Francisco,PN1286
18357,,Almeida PA,Priscila Assunção de Almeida,HA007
27893,,Oliveira PC,Priscila Carneiro Oliveira,PN0075
8431,,Smolarek PC,Priscila de Camargo Smolarek,PN0945
28095,,Faria-Pinto P,Priscila de Faria-Pinto,"PI0336, PI0794"
21293,,Peyneau PD,PRISCILA DIAS PEYNEAU,"PN1736, PN1739"
27467,,Oliveira PFA,Priscila Farias de Albuquerque Oliveira,PI0251
14892,,Andrade PF,Priscila Ferreira de Andrade,"PN0011, PN0552"
21158,,Cruz PF,PRISCILA FIGUEIREDO CRUZ,"AO0021, PI0889"
28248,,Silva PHA,Priscila Hawana Alves da Silva,"PI0309, PI0897"
21540,,Campos PH,Priscila Hernández de Campos,PN0386
16138,,Rodrigues PH,Priscila Humbert Rodrigues,"PN1033, PN1384"
28525,,Leão PLR,Priscila Laiza Rubim Leão,PN0274
10780,,Longo PL,Priscila Larcher Longo,COL012
27904,,Roseira PM,Priscila Maito Roseira,PN0674
25466,,Scavassin PM,Priscila Mattos Scavassin,"PN0510, PN0522, PN0540"
27245,,Cabral PM,Priscila Megda Cabral,PI0643
27309,,Uehara PN,Priscila Nakasone Uehara,PN1170
3007,,Portero PP,Priscila Paiva Portero,PN0422
11877,,Stona P,Priscila Stona,PN0726
28968,,Silva PT,PRISCILA TEIXEIRA DA SILVA,PI0419
29107,,Toledo PTA,Priscila Toninatto Alves de Toledo,PN1020
21839,,Silva PV,Priscila Vieira da Silva,PN0082
3328,,Seino PY,Priscila Yumi Seino,PN1686
1682,,Soares PBF,Priscilla Barbosa Ferreira Soares,"PI0127, PN0035, PN0304, PN0416, PN0618, PN1059, PN1077"
26584,,Delben PB,Priscilla Barros Delben,PN0006
15412,,Lazari PC,Priscilla Cardoso Lazari,"PN1543, PN1861"
24669,,Andrade PCS,PRISCILLA CUNHA SANTOS ANDRADE,"PN1396, PN1407, PN1412, PN1639"
27761,H1,Costa PS,Priscilla da Silva Costa,PI0057
23373,,Solon-de-Mello PA,Priscilla de Almeida Solon-de-Mello,PN1405
12658,,Busato PMR,Priscilla do Monte Ribeiro Busato,"PN0111, PN0879, PN1642"
26239,,Silva PG,Priscilla Guimarães Silva,"PI0514, PI0808"
23080,,Leite PKBS,Priscilla Kelly Batista da Silva Leite,"PI0274, PN1160"
29073,,Leal PL,Priscilla Lludwig Leal,PN1375
29802,,Raile PN,Priscilla Neves Raile,PN1146
19629,,Gonçalves PSP,Priscilla Santana Pinto Gonçalves,PN1310
28245,,Pinto PS,Priscilla Sarmento Pinto,PI0050
17987,,Marcelos PGCL,Priscylla Gonçalves Correia Leite de Marcelos,"PN0582, PN1068, PN1134"
21598,,Sonza QN,Quéli Nunes Sonza,"PI0118, PI0230, PI0531, PI0585, PI0595, PI0597, PI0645, PN1009, PN1158"
16683,,Rosa QF,Queren Ferreira da Rosa,PN0074
4528,,Rodrigues R QF,Rachel  de Queiroz Ferreira Rodrigues,"PI0564, PI0578, PN1555"
185,,Rocha RO,Rachel de Oliveira Rocha,"HA011, PI0121, PI0131, PI0445, PI0590, PN0432, PN0445, PN0464, PN0991"
11708,,Bello RF,Rachel Ferreira Bello,PN0899
15106,,Arnaud RR,Rachel Reinaldo Arnaud,PI0070
